codigo_ocorrencia1;ocorrencia_tipo;taxonomia_tipo_icao
83441;COLISÃO COM AVE;BIRD
83440;COLISÃO COM AVE;BIRD
83439;COLISÃO COM AVE;BIRD
83438;COLISÃO COM AVE;BIRD
83437;COLISÃO COM AVE;BIRD
83436;COLISÃO COM AVE;BIRD
83435;COLISÃO COM AVE;BIRD
83434;COLISÃO COM AVE;BIRD
83433;COLISÃO COM AVE;BIRD
83432;COLISÃO COM AVE;BIRD
83431;COLISÃO COM AVE;BIRD
83430;COLISÃO COM AVE;BIRD
83429;COLISÃO COM AVE;BIRD
83428;COLISÃO COM AVE;BIRD
83427;COLISÃO COM AVE;BIRD
83426;COLISÃO COM AVE;BIRD
83425;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83424;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83422;OPERAÇÃO A BAIXA ALTITUDE;LALT
83422;PERDA DE CONTROLE EM VOO;LOC-I
83421;COLISÃO COM FAUNA;WILD
83420;COLISÃO COM FAUNA;WILD
83419;COLISÃO COM FAUNA;WILD
83418;COLISÃO COM FAUNA;WILD
83410;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
83409;COLISÃO COM AVE;BIRD
83408;COLISÃO COM AVE;BIRD
83407;COLISÃO COM AVE;BIRD
83406;COLISÃO COM AVE;BIRD
83405;COLISÃO COM AVE;BIRD
83404;COLISÃO COM AVE;BIRD
83403;COLISÃO COM AVE;BIRD
83402;COLISÃO COM AVE;BIRD
83401;COLISÃO COM AVE;BIRD
83400;COLISÃO COM AVE;BIRD
83399;COLISÃO COM AVE;BIRD
83398;COLISÃO COM AVE;BIRD
83397;COLISÃO COM AVE;BIRD
83396;COLISÃO COM AVE;BIRD
83395;COLISÃO COM AVE;BIRD
83394;COLISÃO COM AVE;BIRD
83393;COLISÃO COM AVE;BIRD
83392;COLISÃO COM AVE;BIRD
83391;COLISÃO COM AVE;BIRD
83390;COLISÃO COM AVE;BIRD
83389;COLISÃO COM AVE;BIRD
83388;COLISÃO COM AVE;BIRD
83387;COLISÃO COM AVE;BIRD
83386;COLISÃO COM AVE;BIRD
83385;COLISÃO COM AVE;BIRD
83384;COLISÃO COM AVE;BIRD
83383;COLISÃO COM AVE;BIRD
83382;COLISÃO COM AVE;BIRD
83381;COLISÃO COM AVE;BIRD
83380;COLISÃO COM AVE;BIRD
83379;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83378;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83377;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83376;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83375;FOGO EM VOO;F-NI
83374;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83373;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
83372;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83371;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
83370;OPERAÇÕES NO SOLO;[RAMP]
83369;COLISÃO COM AVE;BIRD
83368;COLISÃO COM AVE;BIRD
83367;COLISÃO COM AVE;BIRD
83366;COLISÃO COM AVE;BIRD
83365;COLISÃO COM AVE;BIRD
83364;COLISÃO COM AVE;BIRD
83363;COLISÃO COM AVE;BIRD
83362;COLISÃO COM AVE;BIRD
83361;COLISÃO COM AVE;BIRD
83360;COLISÃO COM AVE;BIRD
83359;COLISÃO COM AVE;BIRD
83358;COLISÃO COM AVE;BIRD
83357;COLISÃO COM AVE;BIRD
83356;COLISÃO COM AVE;BIRD
83355;COLISÃO COM AVE;BIRD
83354;COLISÃO COM AVE;BIRD
83353;COLISÃO COM AVE;BIRD
83352;COLISÃO COM AVE;BIRD
83351;COLISÃO COM AVE;BIRD
83350;COLISÃO COM AVE;BIRD
83349;COLISÃO COM AVE;BIRD
83348;COLISÃO COM AVE;BIRD
83347;COLISÃO COM AVE;BIRD
83346;COLISÃO COM AVE;BIRD
83345;COLISÃO COM FAUNA;WILD
83344;COLISÃO COM AVE;BIRD
83343;COLISÃO COM AVE;BIRD
83342;COLISÃO COM AVE;BIRD
83341;COLISÃO COM AVE;BIRD
83340;COLISÃO COM AVE;BIRD
83339;COLISÃO COM AVE;BIRD
83338;COLISÃO COM AVE;BIRD
83337;COLISÃO COM AVE;BIRD
83336;COLISÃO COM AVE;BIRD
83334;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83332;OPERAÇÕES NO SOLO;[RAMP]
83331;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
83330;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83329;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83328;EXCURSÃO DE PISTA;RE
83327;OPERAÇÕES NO SOLO;[RAMP]
83326;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83325;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83324;PERDA DE CONTROLE EM VOO;LOC-I
83323;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83322;COMBUSTÍVEL;FUEL
83321;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83319;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
83319;OPERAÇÃO A BAIXA ALTITUDE;LALT
83318;COLISÃO COM AVE;BIRD
83317;COLISÃO COM AVE;BIRD
83316;COLISÃO COM AVE;BIRD
83315;COLISÃO COM AVE;BIRD
83314;COLISÃO COM AVE;BIRD
83313;COLISÃO COM AVE;BIRD
83312;COLISÃO COM AVE;BIRD
83311;COLISÃO COM AVE;BIRD
83310;COLISÃO COM AVE;BIRD
83309;COLISÃO COM AVE;BIRD
83308;COLISÃO COM FAUNA;WILD
83304;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
83303;EXCURSÃO DE PISTA;RE
83302;COLISÃO COM AVE;BIRD
83301;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83300;OPERAÇÕES NO SOLO;[RAMP]
83299;CORTANTE DE VENTO / TEMPESTADE;WSTRW
83298;CORTANTE DE VENTO / TEMPESTADE;WSTRW
83297;FOGO/FUMAÇA (SEM IMPACTO);F-NI
83296;OPERAÇÕES NO SOLO;[RAMP]
83295;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83294;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83293;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
